Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
,2013,barr,13barrwesa037,wesa,lrensel,19-Jun-13,170,71.29071,-156.65469,brw2,in,k4,11-Jul-13,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,9-Jul-13,190,11-Jul-13,192,17-Jun-13,168,20-Jun-13,,,lay,lay,failed,failed_hatch,0,0,0,0,4,0,0,,0,0,0,0,hcp<0.5,u3,90,,,,in,0
,2013,barr,13barrwesa252,wesa,pherzog,23-Jun-13,174,71.26082,-156.51843,brw5,in,j7,15-Jul-13,196,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,13-Jul-13,194,13-Jul-13,194,21-Jun-13,172,24-Jun-13,,,lay,lay,unknown,,0,0,0,0,,0,0,,0,4,0,0,lcp<0.5,u3,5,,,,in,0
,2014,barr,14barrdunl083,dunl,asterling,19-Jun-14,170,71.28283,-156.58574,brw0,in,f2,11-Jul-14,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,20-Jun-14,171,20-Jun-14,171,18-Jun-14,169,20-Jun-14,,,lay,lay,failed,observer,,0,0,0,,0,3,0,3,0,0,NA,hcp>0.5,u3,50,collection,,refrigeration-abandoned,out,0
,2014,barr,14barrdunl102,dunl,jmarin,12-Jun-14,163,71.26222,-156.52686,brw5,in,f6,03-Jul-14,184,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,12-Jun-14,163,12-Jun-14,163,9-Jun-14,160,12-Jun-14,,,lay,lay,failed,observer,,0,0,0,unknown,0,4,0,4,0,0,NA,hcp>0.5,b1,5,collection,,refrigeration-abandoned,in,0
,2014,barr,14barrpesa018,pesa,ssheedy,16-Jun-14,167,71.29209,-156.65825,brw2,in,i1,08-Jul-14,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-14,167,16-Jun-14,167,13-Jun-14,164,16-Jun-14,,,lay,lay,failed,observer,,0,0,0,,0,4,0,4,0,0,NA,mixed hcp/lcp,u3,25,collection,,refrigeration-abandoned,in,0
,2014,barr,14barrpesa043,pesa,jmarin,25-Jun-14,176,71.29503,-156.63331,brw1,in,j1,18-Jul-14,199,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-14,177,1-Jul-14,182,23-Jun-14,174,26-Jun-14,,,lay,lay,failed,predation,,0,0,0,,4,0,0,0,0,0,NA,reticulated,u2,80,,,,in,0
,2014,barr,14barrpesa085,pesa,mallen,18-Jun-14,169,71.28514,-156.58167,brw0,in,c7,11-Jul-14,192,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,19-Jun-14,170,24-Jun-14,175,16-Jun-14,167,19-Jun-14,,,lay,lay,failed,predation,,0,0,0,,4,0,0,0,0,0,NA,hcp>0.5,u3,40,,,,out,0
,2014,barr,14barrpesa135,pesa,asterling,22-Jun-14,173,71.26497,-156.52639,brw5,out,,15-Jul-14,196,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,24-Jun-14,175,24-Jun-14,175,20-Jun-14,171,23-Jun-14,,,lay,lay,unknown,,,0,0,0,,0,0,0,0,4,0,NA,,,,,,,out,0
,2014,barr,14barrpesa339,pesa,jmarin,01-Jul-14,182,71.26815,-156.52838,brw3,in,i7,24-Jul-14,205,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,8-Jul-14,189,13-Jul-14,194,29-Jun-14,180,2-Jul-14,,,lay,lay,failed,predation,,0,0,0,,4,0,0,0,0,0,NA,lcp>0.5,u3,25,,,,in,0
,2014,barr,14barrreph042,reph,jmarin,25-Jun-14,176,71.29885,-156.63719,brw1,in,d7,16-Jul-14,197,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,1-Jul-14,182,3-Jul-14,184,23-Jun-14,174,26-Jun-14,,,lay,lay,failed,predation,,0,0,0,,4,0,0,0,0,0,NA,lcp>0.5,m1,30,,,,in,0
,2014,barr,14barrreph066,reph,mallen,15-Jun-14,166,71.28463,-156.57374,brw0,in,f11,06-Jul-14,187,other,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,16-Jun-14,167,16-Jun-14,167,14-Jun-14,165,16-Jun-14,,,lay,lay,failed,observer,,0,0,0,,3,0,0,0,0,0,NA,lcp>0.5,m2,5,collection,,refrigeration - predation on wooded eggs,out,0
,2014,barr,14barrreph111,reph,jmarin,16-Jun-14,167,71.26065,-156.51259,brw5,in,j11,07-Jul-14,188,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-14,167,16-Jun-14,167,14-Jun-14,165,17-Jun-14,,,lay,lay,failed,observer,,0,0,0,,0,4,0,4,0,0,NA,mixed hcp/lcp,m2,10,collection,,refrigeration-abandoned,in,0
,2014,barr,14barrreph173,reph,jcunningham,14-Jun-14,165,71.29827,-156.63925,brw1,in,c5,05-Jul-14,186,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,15-Jun-14,166,15-Jun-14,166,13-Jun-14,164,15-Jun-14,,,lay,lay,failed,observer,,0,0,0,0,0,3,0,3,0,0,NA,lcp>0.5,m2,40,collection,,refrigeration-abandoned,in,0
,2014,barr,14barrreph257,reph,mallen,30-Jun-14,181,71.28487,-156.58095,brw0,in,d7,21-Jul-14,202,other,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,7-Jul-14,188,11-Jul-14,192,28-Jun-14,179,1-Jul-14,,,lay,lay,failed,predation,,0,0,0,,4,0,0,0,0,0,NA,hcp>0.5,u3,70,,,,out,0
,2014,barr,14barrreph273,reph,ssheedy,25-Jun-14,176,71.28137,-156.57753,brw0,in,l6,16-Jul-14,197,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,12-Jul-14,193,14-Jul-14,195,24-Jun-14,175,26-Jun-14,,,lay,lay,failed,predation,,0,0,0,,3,0,0,0,0,0,NA,hcp>0.5,m2,85,,,,out,0
,2012,burn,12burnlesakb01,lesa,kbennett,08-Jun-12,160,55.26264,-84.32426,,out,,28-Jun-12,180,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jul-12,193,29-Jun-12,181,6-Jun-12,158,9-Jun-12,29-Jun-12,181,none,lay,hatched,,0,0,0,,0,0,0,,0,NA,,NA,,,,,,successful hatch 4 young,out,0
,2006,bylo,06bylobasajb02,basa,jbety,19-Jun-06,170,73.14726,-79.97948,camp1_2kx4k,in,,,NA,systematic search,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,19-Jun-06,,19-Jun-06,170,21-Jun-06,172,,,,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,may have been found during laying but cannot confirm as was depredated prior to 4 eggs???,in,0
,2006,bylo,06bylobasajb03,basa,jbety,19-Jun-06,170,73.14872,-79.98539,camp1_2kx4k,in,,,NA,systematic search,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,19-Jun-06,,19-Jun-06,170,20-Jun-06,171,,,,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,may have been found during laying but cannot confirm as was depredated prior to 4 eggs???,in,0
,2006,bylo,06bylorephc201,reph,mgrahamsauvã©,25-Jun-06,176,72.8906,-79.88954,camp 2,,,14-Jul-06,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,2-Jul-06,183,7-Jul-06,188,23-Jun-06,174,26-Jun-06,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2008,bylo,08byloagpllm01,amgp,lmckinnon,15-Jun-08,167,73.14846,-79.97972,camp1_2kx4k,in,,12-Jul-08,194,systematic search,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,1-Jul-08,183,6-Jul-08,188,13-Jun-08,165,16-Jun-08,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,0,,,"3 eggs on 167, 4 on 168",in,0
,2010,bylo,10bylobasajfl01,basa,jflamarre,14-Jun-10,165,73.15778,-79.97564,camp1_2kx4k,in,,05-Jul-10,186,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,5-Jul-10,186,5-Jul-10,186,11-Jun-10,162,15-Jun-10,5-Jul-10,186,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,in,0
,2010,bylo,10bylobasapb01,basa,pbertrand,15-Jun-10,166,73.15852,-79.96552,camp1_2kx4k,in,,06-Jul-10,187,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,19-Jun-10,170,19-Jun-10,170,13-Jun-10,164,16-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2010,bylo,10bylobasapb03,basa,pbertrand,18-Jun-10,169,73.15418,-80.00279,camp1_2kx4k,in,,10-Jul-10,191,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,29-Jun-10,180,30-Jun-10,181,16-Jun-10,167,19-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2010,bylo,10bylogrgr2,crpl,cmorin,28-Jun-10,179,72.85871,-79.88659,camp 2,,,,NA,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,NA,NA,,,,,,,,,lay,undetermined,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,out,0
,2010,bylo,10bylopesa1,pesa,jflamarre,26-Jun-10,177,72.87851,-79.90053,camp 2,,,,NA,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,NA,NA,16-Jul-10,197,,,,,,float,inc,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,"NO EGGBITS FOUND, float &gt;80%=not in Database",out,0
,2010,bylo,10bylowrsajfl01,wrsa,jflamarre,19-Jun-10,170,73.16059,-79.95061,camp1_2kx4k,in,,10-Jul-10,191,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jul-10,192,11-Jul-10,192,16-Jun-10,167,20-Jun-10,10-Jul-10,191,float,lay,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,3 CHICKS SEEN @+EGGBITS FOUND,in,0
,2010,bylo,10bylowrsajfl02,wrsa,jflamarre,19-Jun-10,170,73.15905,-79.93765,camp1_2kx4k,in,,10-Jul-10,191,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,26-Jun-10,177,30-Jun-10,181,17-Jun-10,168,20-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2010,bylo,10bylowrsajfl03,wrsa,jflamarre,21-Jun-10,172,73.1426,-80.03651,camp1_2kx4k,out,,12-Jul-10,193,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,2-Jul-10,183,6-Jul-10,187,19-Jun-10,170,22-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2010,bylo,10bylowrsapb03,wrsa,pbertrand,19-Jun-10,170,73.16033,-79.94088,camp1_2kx4k,in,,11-Jul-10,192,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,3-Jul-10,184,9-Jul-10,190,18-Jun-10,169,21-Jun-10,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2010,bylo,10bylowrsapb06,wrsa,pbertrand,21-Jun-10,172,73.15481,-79.99579,camp1_2kx4k,in,,12-Jul-10,193,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,13-Jul-10,194,13-Jul-10,194,18-Jun-10,169,22-Jun-10,12-Jul-10,193,float,inc,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,"EGGBITS FOUND, &lt;194",in,0
,2011,bylo,11bylobasacd01,basa,cdoucet,18-Jun-11,169,73.14965,-79.97656,camp1_2kx4k,in,,09-Jul-11,190,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,10-Jul-11,191,10-Jul-11,191,16-Jun-11,167,19-Jun-11,10-Jul-11,191,lay,lay,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,hummocky,B14,0,,,,in,0
,2011,bylo,11bylobasajo01,basa,jotis,12-Jun-11,163,73.15662,-79.97574,camp1_2kx4k,in,,03-Jul-11,184,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,4-Jul-11,185,4-Jul-11,185,10-Jun-11,161,13-Jun-11,4-Jul-11,185,lay,lay,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,in,0
,2011,bylo,11bylobasapm01,basa,pmorissette,12-Jun-11,163,73.15964,-79.94457,camp1_2kx4k,in,,04-Jul-11,185,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-11,167,22-Jun-11,173,11-Jun-11,162,14-Jun-11,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2011,bylo,11bylowrsajo01,wrsa,jotis,15-Jun-11,166,73.15971,-79.91361,camp1_2kx4k,in,,06-Jul-11,187,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-11,167,20-Jun-11,171,13-Jun-11,164,16-Jun-11,,,lay,lay,failed,unknown,0,0,0,0,0,4,0,,0,NA,,NA,frost boil,U8,0,,,PRÃ‰DATÃ‰,out,0
,2012,bylo,12byloamgpcd01,amgp,cdoucet,27-Jun-12,179,73.15638,-79.97802,camp1_2kx4k,in,,,NA,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,28-Jun-12,180,3-Jul-12,185,,,,,,,unknown,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2012,bylo,12byloamgpip01,amgp,ipratte,24-Jun-12,176,72.90053,-79.88645,camp 2,,,,NA,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,24-Jun-12,176,25-Jun-12,177,,,,,,,unknown,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,"float not done because 3eggs, failed next day.",out,0
,2012,bylo,12byloamgpjl01,amgp,jflamarre,19-Jun-12,171,73.1658,-79.90265,camp1_2kx4k,out,,15-Jul-12,197,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,21-Jun-12,173,5-Jul-12,187,17-Jun-12,169,20-Jun-12,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2012,bylo,12bylobasajl03,basa,jflamarre,19-Jun-12,171,73.15871,-79.94908,camp1_2kx4k,in,,10-Jul-12,192,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,9-Jul-12,191,10-Jul-12,192,17-Jun-12,169,20-Jun-12,,,lay,lay,unknown,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,in,0
,2012,bylo,12bylobasamc01,basa,mcfrenette,13-Jun-12,165,73.15448,-80.00014,camp1_2kx4k,in,,04-Jul-12,186,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,21-Jun-12,173,26-Jun-12,178,11-Jun-12,163,14-Jun-12,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,in,0
,2012,bylo,12bylobasasc03,basa,scoulombe,22-Jun-12,174,73.15774,-79.95564,camp1_2kx4k,in,,13-Jul-12,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,29-Jun-12,7,4-Jul-12,186,9-Jul-12,191,20-Jun-12,172,23-Jun-12,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,RIGOUREUSEMENT: CC INCERTAIN; LAYING DATE Ã€ 172 SEMBLE LE MEILLEUR COMPROMIS ENTRE L&apos;ESTIMATION PAS FLOTAISON ET L&apos;ESTIMATION PAR BACKWARD COUNTING,in,0
,2013,bylo,13byloamgper04,amgp,ereed,07-Jul-13,188,72.9022,-79.99344,camp 2,,,14-Jul-13,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,7-Jul-13,19,14-Jul-13,195,16-Jul-13,197,19-Jun-13,170,19-Jun-13,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2013,bylo,13byloamgper06,amgp,ereed,08-Jul-13,189,72.92144,-79.8594,camp 2,,,15-Jul-13,196,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,8-Jul-13,20,10-Jul-13,191,15-Jul-13,196,20-Jun-13,171,20-Jun-13,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2013,bylo,13bylobasafs01,basa,fsenezgagnon,14-Jun-13,165,73.15565,-79.97682,camp1_2kx4k,in,,05-Jul-13,186,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,15-Jun-13,1,25-Jun-13,176,28-Jun-13,179,12-Jun-13,163,15-Jun-13,,,lay,lay,failed,unknown,0,0,0,0,0,4,0,,0,NA,,NA,hummocky,b14,30,,,,in,0
,2013,bylo,13bylopesajl02,pesa,jlamarre,21-Jun-13,172,73.16298,-79.93169,camp1_2kx4k,in,,13-Jul-13,194,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,23-Jun-13,174,28-Jun-13,179,19-Jun-13,170,22-Jun-13,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,non-patterned,u8,50,,,,in,0
,2013,bylo,13bylowrsahm01,wrsa,hmeltofte,16-Jun-13,167,73.16406,-79.89793,camp1_2kx4k,,,08-Jul-13,189,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,19-Jun-13,170,25-Jun-13,176,14-Jun-13,165,17-Jun-13,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,lcp>0.5m,u4,30,,,dom veg with lichen,out,0
,2014,bylo,14byloamgpaa01,amgp,abeardsell,17-Jun-14,168,73.15687,-79.92721,camp1_2kx4k,in,,12-Jul-14,193,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,26-Jun-14,177,30-Jun-14,181,15-Jun-14,166,18-Jun-14,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,lcp>0.5m,U1,0,,,,in,0
,2014,bylo,14byloamgpdl02,amgp,dleandribreton,18-Jun-14,169,72.88818,-79.98632,camp 2,,,14-Jul-14,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,26-Jun-14,177,27-Jun-14,178,16-Jun-14,167,19-Jun-14,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2014,bylo,14byloamgpdl03,amgp,dleandribreton,18-Jun-14,169,72.89219,-79.98119,camp 2,,,14-Jul-14,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,22-Jun-14,173,26-Jun-14,177,16-Jun-14,167,19-Jun-14,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,,out,0
,2014,bylo,14byloamgpdl04,amgp,dleandribreton,20-Jun-14,171,72.91192,-79.75762,camp 2,,,,NA,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,20-Jun-14,171,9-Jul-14,190,,,,,,none,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,,,,,no egg bits found,out,0
,2014,bylo,14byloamgpmo03,amgp,moakes,18-Jun-14,169,72.99724,-80.01356,flycamp,,,14-Jul-14,195,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,18-Jun-14,169,,,16-Jun-14,167,19-Jun-14,,,lay,lay,undetermined,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,out,0
,2014,bylo,14bylobasaab01,basa,abeardsell,16-Jun-14,167,73.14991,-79.92084,camp1_2kx4k,in,,07-Jul-14,188,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,19-Jun-14,4,28-Jun-14,179,2-Jul-14,183,14-Jun-14,165,17-Jun-14,,,lay,inc,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,hummocky,B14,10,,,no egg bits found,in,0
,2014,bylo,14bylobasafs05,basa,fsenezgagnon,18-Jun-14,169,73.14964,-79.97665,camp1_2kx4k,in,,09-Jul-14,190,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,2-Jul-14,183,4-Jul-14,185,16-Jun-14,167,19-Jun-14,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,reticulated,U4,15,,,egg bits found with membrans but big egg bits (around 5 mm) suggesting predation.,in,0
,2014,bylo,14bylobasays01,basa,yseyer,16-Jun-14,167,73.15734,-79.96939,camp1_2kx4k,in,,07-Jul-14,188,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,7-Jul-14,188,7-Jul-14,188,14-Jun-14,165,17-Jun-14,7-Jul-14,188,lay,lay,hatched,,0,0,0,0,0,0,0,,0,NA,,NA,lcp>0.5m,U4,10,,,,in,0
,2014,bylo,14bylowrsamo01,wrsa,moakes,17-Jun-14,168,73.00613,-80.02054,flycamp,,,09-Jul-14,190,incidental,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,0,18-Jun-14,169,,,15-Jun-14,166,18-Jun-14,,,lay,lay,undetermined,,0,0,0,0,0,0,0,,0,NA,,NA,,,,,,,out,0
1.16,2010,cakr,10cakrdunl016,dunl,rgates,14-Jun-10,165,67.1145,-163.47815,epen,,,07-Jul-10,188,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,16-Jun-10,167,18-Jun-10,169,12-Jun-10,163,16-Jun-10,,,lay,inc,failed,predation,,0,0,0,0,4,0,,0,NA,,NA,,,,,,clutch completion greater than 4 days of laying,in,0
1.23,2010,cakr,10cakrwesa023,wesa,rgates,22-Jun-10,173,67.10385,-163.48796,broi,,,22-Jun-10,173,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,22-Jun-10,-2,27-Jun-10,178,27-Jun-10,178,21-Jun-10,172,,,,lay,inc,failed,predation,,0,0,0,0,3,0,,0,NA,,NA,,,,,,no inc or estimated hatch dates generation due to depredation of nests before clutch completion,out,0
3.15,2011,cakr,11cakrsesa313,sesa,lpadegimas,11-Jun-11,162,67.11521,-163.477,nepe,in,,02-Jul-11,183,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,11-Jun-11,162,12-Jun-11,163,8-Jun-11,159,11-Jun-11,,,lay,lay,failed,predation,0,0,0,0,0,4,0,,0,NA,,NA,,dest,10,,,,in,0
6.01,2012,cakr,12cakrbltu400,bltu,rgates,06-Jun-12,158,67.10389,-163.49001,broi,out,,27-Jun-12,179,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,6-Jun-12,1,16-Jun-12,168,1-Jul-12,183,4-Jun-12,156,7-Jun-12,,,lay,lay,undetermined,,0,0,0,,0,0,0,0,0,4,0,NA,,dest,5,,,,out,0
6.04,2012,cakr,12cakrsesa408,sesa,rgates,10-Jun-12,162,67.09791,-163.48564,soui,in,,30-Jun-12,182,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,10-Jun-12,0,14-Jun-12,166,22-Jun-12,174,8-Jun-12,160,11-Jun-12,,,lay,lay,failed,predation,0,0,0,,0,4,0,0,0,0,0,NA,,dest,35,,,,in,0
1.34,2012,cakr,12cakrwesa241,wesa,edastous,15-Jun-12,167,67.11417,-163.47466,nepe,in,,06-Jul-12,188,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,20-Jun-12,172,25-Jun-12,177,14-Jun-12,166,16-Jun-12,,,lay,lay,failed,predation,0,0,0,,0,3,0,0,0,0,0,NA,,mst,20,,,,in,0
,2013,cakr,13cakrpaja059,paja,flin,09-Jun-13,160,67.11413,-163.47743,nepe,in,,02-Jul-13,183,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,2,1,9-Jun-13,,7-Jul-13,188,7-Jul-13,188,,,,6-Jul-13,187,lay,lay,hatched,,0,0,0,0,2,0,0,,0,NA,,NA,non-patterned,dest,0,,,"although only 1 chick seen, parent's behavior day before leads observers to suspect a second, older chick (parents are nest-defensive but also appear to be trying to distract searchers from a chick somewhere in vicinity). Additionally, egg shell found outside of nest on 6 july.",in,0
,2013,cakr,13cakrrnph007,rnph,mboldenow,04-Jun-13,155,67.11181,-163.47861,nepe,in,,27-Jun-13,178,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,2,1,,,9-Jun-13,160,14-Jun-13,165,4-Jun-13,155,,,,lay,lay,failed,predation,0,0,0,0,unknown,2,0,,0,NA,,NA,non-patterned,dest,45,,,nest found as an empty nest cup on 4 June by mboldenow and egg laid within 5 minutes,in,0
,2013,cakr,13cakrsesa072,sesa,rhunnewell,17-Jun-13,168,67.11079,-163.48032,sepe,in,,09-Jul-13,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,,,18-Jun-13,169,19-Jun-13,170,16-Jun-13,167,,,,lay,lay,failed,predation,0,1,0,0,unknown,2,0,,0,NA,,NA,non-patterned,dest,10,,,"concealment post-depredation. One egg broken by observer, 2 eggs definitely lost to predator.",in,0
,2013,cakr,13cakrsesa122,sesa,mboldenow,19-Jun-13,170,67.11185,-163.48642,camp,in,,09-Jul-13,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,3,2,20-Jun-13,1,20-Jun-13,171,21-Jun-13,172,16-Jun-13,167,,,,float,lay,failed,predation,0,0,0,0,unknown,3,0,,0,NA,,NA,non-patterned,dest,5,,,"concealment done post depredation, fox den very near",in,0
,2013,cakr,13cakrsesa165,sesa,jkardiak,24-Jun-13,175,67.11025,-163.47946,sepe,in,,14-Jul-13,195,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,2,1,26-Jun-13,2,26-Jun-13,177,27-Jun-13,178,21-Jun-13,172,,,,float,lay,failed,predation,0,0,0,0,unknown,2,0,,0,NA,,NA,non-patterned,dest,30,,,"this nest was found when banders attempted to band a bird at sesa100, which was the same nest cup. Renest by same bird in same nest cup? Initially thought that nest had been partially depredated down to one egg, but then a second egg was laid when banders revisited. bird did not return to nest after bownet was set- acted like she was in lay and not incubation stage.",in,0
,2013,cakr,13cakrtusw024,tusw,jkardiak,05-Jun-13,156,67.09797,-163.4782,soui,in,,10-Jul-13,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,3,,,20-Jun-13,171,,,,,,,,lay,lay,undetermined,,0,0,0,,unknown,,,,0,NA,,NA,,,0,,,nest not monitored.,in,0
